mdp_seed,epsilon,sarsop_gap,solver_stop_reason,solver_elapsed_seconds,target_precision,acceptance_threshold
357994901,0.05,0.036247615738059125,max_time,602.4079141616821,0.01,0.5
357994901,0.06,0.03672067835674575,max_time,610.1321840286255,0.01,0.5
357994901,0.07,0.0395276107653757,max_time,609.1279549598694,0.01,0.5
357994901,0.08,0.053515315699902644,max_time,601.8329780101776,0.01,0.5
357994901,0.09,0.05638894623931989,max_time,600.3218898773193,0.01,0.5
357994901,0.1,0.04860107859283014,max_time,600.2267458438873,0.01,0.5
2139434973,0.01,0.010869362540924854,precision,167.43059396743774,0.01,0.5
2139434973,0.02,0.011049057156505615,precision,354.7279272079468,0.01,0.5
2139434973,0.03,0.011053384238715047,precision,410.84122800827026,0.01,0.5
2139434973,0.04,0.011047361772265507,precision,558.9997179508209,0.01,0.5
2139434973,0.05,0.02177364556130712,max_time,603.8403129577637,0.01,0.5
2139434973,0.06,0.016095945026099567,max_time,602.6657989025116,0.01,0.5
2139434973,0.07,0.02644376888708866,max_time,601.7064301967621,0.01,0.5
2139434973,0.08,0.02669390630683699,max_time,600.9971289634705,0.01,0.5
2139434973,0.09,0.02715378630180343,max_time,600.2018780708313,0.01,0.5
2139434973,0.1,0.024511338541304717,max_time,603.56463098526,0.01,0.5
78811714,0.01,0.0105142921568806,precision,349.1893079280853,0.01,0.5
78811714,0.02,0.010907887683131001,precision,364.219486951828,0.01,0.5
78811714,0.03,0.01103209437914865,precision,375.3062250614166,0.01,0.5
78811714,0.04,0.010380223320751725,precision,398.58743715286255,0.01,0.5
78811714,0.05,0.011068964516136592,precision,364.8196098804474,0.01,0.5
78811714,0.06,0.010910200787937363,precision,397.3226728439331,0.01,0.5
78811714,0.07,0.016659869242159786,max_time,600.2003681659698,0.01,0.5
78811714,0.08,0.010914361543724826,precision,460.76216888427734,0.01,0.5
78811714,0.09,0.010526624607912982,precision,574.5769300460815,0.01,0.5
78811714,0.1,0.010926130013403146,precision,582.372043132782,0.01,0.5
1623325027,0.01,0.044612775022458084,max_time,606.6661989688873,0.01,0.5
1623325027,0.02,0.04639000748662947,max_time,600.5003509521484,0.01,0.5
1623325027,0.03,0.053273762549260084,max_time,601.9419658184052,0.01,0.5
1623325027,0.04,0.06165512995539335,max_time,603.2824330329895,0.01,0.5
1623325027,0.05,0.06384565250405494,max_time,607.193085193634,0.01,0.5
1623325027,0.06,0.06554008986946758,max_time,605.4572019577026,0.01,0.5
1623325027,0.07,0.06998752435343203,max_time,603.8990380764008,0.01,0.5
1623325027,0.08,0.07450641856209295,max_time,600.2176060676575,0.01,0.5
1623325027,0.09,0.08308767486275137,max_time,607.2176079750061,0.01,0.5
1623325027,0.1,0.08459222675159439,max_time,608.8836710453033,0.01,0.5
944034998,0.01,0.01054204743855669,precision,88.34098696708679,0.01,0.5
944034998,0.02,0.011078194043154355,precision,189.7105429172516,0.01,0.5
944034998,0.03,0.008938790250385242,precision,287.3128399848938,0.01,0.5
944034998,0.04,0.010186266120133514,precision,286.8260250091553,0.01,0.5
944034998,0.05,0.010699096208116377,precision,364.03910398483276,0.01,0.5
944034998,0.06,0.010768424773435203,precision,467.3748240470886,0.01,0.5
944034998,0.07,0.010931092131590603,precision,556.9301948547363,0.01,0.5
944034998,0.08,0.01609820412072871,max_time,600.1497490406036,0.01,0.5
944034998,0.09,0.017033139988761103,max_time,600.5496609210968,0.01,0.5
944034998,0.1,0.018964712075907553,max_time,600.297112941742,0.01,0.5
1755395082,0.01,0.010768851851841621,precision,101.01969480514526,0.01,0.5
1755395082,0.02,0.011037331604515366,precision,132.03603792190552,0.01,0.5
1755395082,0.03,0.009760715978371248,precision,328.19197487831116,0.01,0.5
1755395082,0.04,0.010095775897604575,precision,383.2944588661194,0.01,0.5
1755395082,0.05,0.010830185960721828,precision,498.909451007843,0.01,0.5
1755395082,0.06,0.01781621136057643,max_time,600.1430070400238,0.01,0.5
1755395082,0.07,0.026792509900277484,max_time,600.3809180259705,0.01,0.5
1755395082,0.08,0.032570003884023535,max_time,600.282881975174,0.01,0.5
1755395082,0.09,0.04399077453974942,max_time,601.9483518600464,0.01,0.5
1755395082,0.1,0.04878694948568052,max_time,601.6739568710327,0.01,0.5
1387219713,0.01,1.7047972900030572e-07,precision,0.0595090389251709,0.01,0.5
1387219713,0.02,1.7047972900030572e-07,precision,0.09906506538391113,0.01,0.5
1387219713,0.03,1.7047972900030572e-07,precision,0.09834814071655273,0.01,0.5
1387219713,0.04,1.7047972900030572e-07,precision,0.09839606285095215,0.01,0.5
1387219713,0.05,1.7047972900030572e-07,precision,0.10903787612915039,0.01,0.5
1387219713,0.06,1.7047972900030572e-07,precision,0.1127619743347168,0.01,0.5
1387219713,0.07,1.7047972900030572e-07,precision,0.11086702346801758,0.01,0.5
1387219713,0.08,1.7047972900030572e-07,precision,0.11316609382629395,0.01,0.5
1387219713,0.09,1.7047972900030572e-07,precision,0.11042499542236328,0.01,0.5
1387219713,0.1,1.7047972900030572e-07,precision,0.13694000244140625,0.01,0.5
2051696463,0.01,0.03259398034585548,max_time,600.9243049621582,0.01,0.5
2051696463,0.02,0.034370669004653465,max_time,600.7597651481628,0.01,0.5
2051696463,0.03,0.04169861909723993,max_time,602.1508028507233,0.01,0.5
2051696463,0.04,0.04756626406330833,max_time,606.8990092277527,0.01,0.5
2051696463,0.05,0.05741815621014501,max_time,604.8329818248749,0.01,0.5
2051696463,0.06,0.06198837489865161,max_time,601.926157951355,0.01,0.5
2051696463,0.07,0.06516284747343626,max_time,605.1610679626465,0.01,0.5
2051696463,0.08,0.06701030052853829,max_time,602.7533848285675,0.01,0.5
2051696463,0.09,0.07135837228160646,max_time,601.0638980865479,0.01,0.5
2051696463,0.1,0.07419339214119391,max_time,605.4002311229706,0.01,0.5
1285470842,0.01,1.6484568998720306e-07,precision,0.07677912712097168,0.01,0.5
1285470842,0.02,1.6484568998720306e-07,precision,0.10168600082397461,0.01,0.5
1285470842,0.03,1.6484568998720306e-07,precision,0.10427117347717285,0.01,0.5
1285470842,0.04,1.6484568998720306e-07,precision,0.10330009460449219,0.01,0.5
1285470842,0.05,1.6484568998720306e-07,precision,0.11897683143615723,0.01,0.5
1285470842,0.06,1.6484568998720306e-07,precision,0.1079409122467041,0.01,0.5
1285470842,0.07,1.6484568998720306e-07,precision,0.11485695838928223,0.01,0.5
1285470842,0.08,1.6484568998720306e-07,precision,0.1231839656829834,0.01,0.5
1285470842,0.09,1.6484568998720306e-07,precision,0.11177206039428711,0.01,0.5
1285470842,0.1,1.6484568998720306e-07,precision,0.1277461051940918,0.01,0.5
1898486705,0.01,0.00875001656792218,precision,3.115800142288208,0.01,0.5
1898486705,0.02,0.009763636342017712,precision,7.763249158859253,0.01,0.5
1898486705,0.03,0.01007464700600913,precision,5.052302122116089,0.01,0.5
1898486705,0.04,0.009198254855615318,precision,12.82300591468811,0.01,0.5
1898486705,0.05,0.009125698428406714,precision,14.36526608467102,0.01,0.5
1898486705,0.06,0.013859632888229001,precision,15.74716305732727,0.01,0.5
1898486705,0.07,0.010712828573479882,precision,21.454851865768433,0.01,0.5
1898486705,0.08,0.010889840582477994,precision,15.675541162490845,0.01,0.5
1898486705,0.09,0.017749502102505588,precision,20.92526912689209,0.01,0.5
1898486705,0.1,0.010341303844665362,precision,40.610146045684814,0.01,0.5
629022951,0.01,0.002269148511340191,precision,0.07265305519104004,0.01,0.5
629022951,0.02,0.002269148511340191,precision,0.09228801727294922,0.01,0.5
629022951,0.03,0.002269148511340191,precision,0.09935998916625977,0.01,0.5
629022951,0.04,0.002269148511340191,precision,0.09981894493103027,0.01,0.5
629022951,0.05,0.002269148511340191,precision,0.10968613624572754,0.01,0.5
629022951,0.06,0.002269148511340191,precision,0.10561800003051758,0.01,0.5
629022951,0.07,0.002269148511340191,precision,0.10891604423522949,0.01,0.5
629022951,0.08,0.002269148511340191,precision,0.11494898796081543,0.01,0.5
629022951,0.09,0.002269148511340191,precision,0.10125207901000977,0.01,0.5
629022951,0.1,0.002269148511340191,precision,0.12250900268554688,0.01,0.5
1123885798,0.01,0.010138747413090954,precision,119.3553409576416,0.01,0.5
1123885798,0.02,0.011106983737496634,precision,219.00900602340698,0.01,0.5
1123885798,0.03,0.010548272172881568,precision,291.41802883148193,0.01,0.5
1123885798,0.04,0.010291830529236545,precision,578.6646840572357,0.01,0.5
1123885798,0.05,0.01068587279989952,precision,460.694461107254,0.01,0.5
1123885798,0.06,0.014265516698171332,max_time,600.6055729389191,0.01,0.5
1123885798,0.07,0.013100472724885126,max_time,603.3185260295868,0.01,0.5
1123885798,0.08,0.019197880460462446,max_time,21177.970967054367,0.01,0.5
1123885798,0.09,0.020901138745721415,max_time,603.7577219009399,0.01,0.5
1123885798,0.1,0.02410299595753118,max_time,601.5479769706726,0.01,0.5
1140963427,0.01,0.010470783338522915,precision,63.818809032440186,0.01,0.5
1140963427,0.02,0.010927289738255519,precision,111.3321521282196,0.01,0.5
1140963427,0.03,0.01043449106919625,precision,174.06612706184387,0.01,0.5
1140963427,0.04,0.010769621536400154,precision,149.98713207244873,0.01,0.5
1140963427,0.05,0.010766295540705295,precision,187.14601397514343,0.01,0.5
1140963427,0.06,0.012884357935785795,precision,196.01632595062256,0.01,0.5
1140963427,0.07,0.010800068598412205,precision,269.48070096969604,0.01,0.5
1140963427,0.08,0.011078979676000245,precision,360.42737889289856,0.01,0.5
1140963427,0.09,0.01039579595384943,precision,392.6325650215149,0.01,0.5
1140963427,0.1,0.010639967587408705,precision,572.9854230880737,0.01,0.5
579747086,0.01,0.010921056392919404,precision,521.1563069820404,0.01,0.5
579747086,0.02,0.021152008276722256,max_time,603.077311038971,0.01,0.5
579747086,0.03,0.025810339096643986,max_time,600.5899500846863,0.01,0.5
579747086,0.04,0.022040129685886978,max_time,600.2767910957336,0.01,0.5
579747086,0.05,0.02795455499246824,max_time,604.3437340259552,0.01,0.5
579747086,0.06,0.028711012678985348,max_time,600.5410640239716,0.01,0.5
579747086,0.07,0.03901315050706655,max_time,600.9101679325104,0.01,0.5
579747086,0.08,0.058971712040756685,max_time,20982.709233999252,0.01,0.5
579747086,0.09,0.0357444705721397,max_time,600.5951180458069,0.01,0.5
579747086,0.1,0.05218001947588835,max_time,600.2603280544281,0.01,0.5
124168868,0.01,0.0128570566776256,max_time,600.6356620788574,0.01,0.5
124168868,0.02,0.019567328752192914,max_time,601.4392101764679,0.01,0.5
124168868,0.03,0.03559657526871218,max_time,603.0765280723572,0.01,0.5
124168868,0.04,0.04070060668191244,max_time,603.2325170040131,0.01,0.5
124168868,0.05,0.049802653426348265,max_time,603.8599479198456,0.01,0.5
124168868,0.06,0.04883366120714605,max_time,603.3967928886414,0.01,0.5
124168868,0.07,0.05117981496401036,max_time,603.5016489028931,0.01,0.5
124168868,0.08,0.07518430392148412,max_time,20848.95863199234,0.01,0.5
124168868,0.09,0.06656316957654163,max_time,600.973788022995,0.01,0.5
124168868,0.1,0.06948493611426798,max_time,600.654632806778,0.01,0.5
150432703,0.01,0.0014783843308219247,precision,0.10106897354125977,0.01,0.5
150432703,0.02,0.001582521254101188,precision,0.11991620063781738,0.01,0.5
150432703,0.03,0.0016872322283205676,precision,0.12206697463989258,0.01,0.5
150432703,0.04,0.0017925212533942414,precision,0.11405682563781738,0.01,0.5
150432703,0.05,0.0018983923671758163,precision,0.11366987228393555,0.01,0.5
150432703,0.06,0.0020048496459050824,precision,0.11676597595214844,0.01,0.5
150432703,0.07,0.002111897204670754,precision,0.11723494529724121,0.01,0.5
150432703,0.08,0.002219539197865217,precision,0.12520194053649902,0.01,0.5
150432703,0.09,0.002327779819664144,precision,0.15976691246032715,0.01,0.5
150432703,0.1,0.002436623304492791,precision,0.16193580627441406,0.01,0.5
613688735,0.01,0.010824430765778548,precision,132.49094915390015,0.01,0.5
613688735,0.02,0.01089645939406747,precision,143.1606969833374,0.01,0.5
613688735,0.03,0.01109858025389343,precision,134.7150490283966,0.01,0.5
613688735,0.04,0.010970845305264376,precision,183.01342606544495,0.01,0.5
613688735,0.05,0.010893642024890404,precision,170.2760510444641,0.01,0.5
613688735,0.06,0.010999975052605748,precision,226.02509808540344,0.01,0.5
613688735,0.07,0.011085355126617458,precision,228.5242829322815,0.01,0.5
613688735,0.08,0.04228237248204758,max_time,20768.19574904442,0.01,0.5
613688735,0.09,0.01092473426361007,precision,388.53622913360596,0.01,0.5
613688735,0.1,0.010878069719231664,precision,410.6580581665039,0.01,0.5
1682953351,0.01,0.006270572526082319,precision,0.12348079681396484,0.01,0.5
1682953351,0.02,0.006480526090476779,precision,0.13884305953979492,0.01,0.5
1682953351,0.03,0.006683462072225588,precision,0.13826680183410645,0.01,0.5
1682953351,0.04,0.006807176124248748,precision,0.14180684089660645,0.01,0.5
1682953351,0.05,0.0055858273821574045,precision,0.15221595764160156,0.01,0.5
1682953351,0.06,0.007200842736506452,precision,0.16039013862609863,0.01,0.5
1682953351,0.07,0.007410736360811576,precision,0.1548910140991211,0.01,0.5
1682953351,0.08,0.00809723385331651,precision,0.14255189895629883,0.01,0.5
1682953351,0.09,0.008229738164347022,precision,0.15666484832763672,0.01,0.5
1682953351,0.1,0.008378615012377022,precision,0.18298792839050293,0.01,0.5
20617211,0.01,0.021623055978261085,max_time,600.6098668575287,0.01,0.5
20617211,0.02,0.045482455976680214,max_time,1353.4868850708008,0.01,0.5
20617211,0.03,0.08215765301491729,max_time,1108.6352939605713,0.01,0.5
20617211,0.04,0.15915289376578023,max_time,938.3068590164185,0.01,0.5
20617211,0.05,0.17522469841032384,max_time,903.8251450061798,0.01,0.5
20617211,0.06,0.07558289906517723,max_time,608.0178020000458,0.01,0.5
20617211,0.07,0.08405149461358663,max_time,604.552549123764,0.01,0.5
20617211,0.08,0.12978746837492405,max_time,1043.768968820572,0.01,0.5
20617211,0.09,0.09751158668565241,max_time,604.5293319225311,0.01,0.5
20617211,0.1,0.09708046595323072,max_time,604.669919013977,0.01,0.5
905932898,0.01,0.009821475951577341,precision,62.020957946777344,0.01,0.5
905932898,0.02,0.010917820182061,precision,153.9742660522461,0.01,0.5
905932898,0.03,0.04192887235202303,max_time,1105.5713291168213,0.01,0.5
905932898,0.04,0.06640050037981915,max_time,855.7476789951324,0.01,0.5
905932898,0.05,0.010797733551072497,precision,281.6558210849762,0.01,0.5
905932898,0.06,0.010995081526353978,precision,448.8451159000397,0.01,0.5
905932898,0.07,0.010243381864178502,precision,552.0549669265747,0.01,0.5
905932898,0.08,0.07694858877000943,max_time,1004.5491449832916,0.01,0.5
905932898,0.09,0.0194386617713862,max_time,607.2583878040314,0.01,0.5
905932898,0.1,0.034692234807184974,max_time,601.0452909469604,0.01,0.5
622777685,0.01,0.010922879202075464,precision,84.17111086845398,0.01,0.5
622777685,0.02,0.012716735883726571,max_time,1075.750841140747,0.01,0.5
622777685,0.03,0.02229865371371087,max_time,1085.5666689872742,0.01,0.5
622777685,0.04,0.045511579115602,max_time,842.4065339565277,0.01,0.5
622777685,0.05,0.010657854597894811,precision,269.23848581314087,0.01,0.5
622777685,0.06,0.010872151106517514,precision,258.161416053772,0.01,0.5
622777685,0.07,0.01110195765161448,precision,287.63941192626953,0.01,0.5
622777685,0.08,0.03660304887292609,max_time,1000.3023200035095,0.01,0.5
622777685,0.09,0.010617298777439999,precision,539.7938940525055,0.01,0.5
622777685,0.1,0.011052839696792383,precision,403.7718698978424,0.01,0.5
1073505471,0.01,0.031302193456586025,max_time,601.0614230632782,0.01,0.5
1073505471,0.02,0.09883550153674658,max_time,994.3685917854309,0.01,0.5
1073505471,0.03,0.12226126838518425,max_time,979.5288009643555,0.01,0.5
1073505471,0.04,0.14383723134482196,max_time,838.4705009460449,0.01,0.5
1073505471,0.05,0.07226057092699945,max_time,600.9190821647644,0.01,0.5
1073505471,0.06,0.07474447645598481,max_time,600.3646039962769,0.01,0.5
1073505471,0.07,0.08331435651826702,max_time,606.7083439826965,0.01,0.5
1073505471,0.08,0.15809060401413344,max_time,1036.2384071350098,0.01,0.5
1073505471,0.09,0.10556892793899886,max_time,604.2237281799316,0.01,0.5
1073505471,0.1,0.09371112223145639,max_time,604.964772939682,0.01,0.5
1638621136,0.01,0.028874958418064978,max_time,601.8037900924683,0.01,0.5
1638621136,0.02,0.046011715368181605,max_time,1342.3862829208374,0.01,0.5
1638621136,0.03,0.06286312514575165,max_time,946.1848740577698,0.01,0.5
1638621136,0.04,0.06920830363212094,max_time,834.0984070301056,0.01,0.5
1638621136,0.05,0.04463229190861728,max_time,605.1380529403687,0.01,0.5
1638621136,0.06,0.048516192332577646,max_time,604.3915150165558,0.01,0.5
1638621136,0.07,0.051066068546265386,max_time,612.1562960147858,0.01,0.5
1638621136,0.08,0.06676084341562305,max_time,1071.119994878769,0.01,0.5
1638621136,0.09,0.05362613445755415,max_time,607.4259729385376,0.01,0.5
1638621136,0.1,0.05620768417241395,max_time,610.5749089717865,0.01,0.5
1118213962,0.01,0.011057016054945024,precision,584.801992893219,0.01,0.5
1118213962,0.02,0.045164610660118676,max_time,1290.4365870952606,0.01,0.5
1118213962,0.03,0.05868936226476018,max_time,945.7502579689026,0.01,0.5
1118213962,0.04,0.06705633224589969,max_time,1021.9642698764801,0.01,0.5
1118213962,0.05,0.015042838564488292,max_time,601.3618109226227,0.01,0.5
1118213962,0.06,0.019012677520867882,max_time,600.7677099704742,0.01,0.5
1118213962,0.07,0.019283648336439363,max_time,601.6541559696198,0.01,0.5
1118213962,0.08,0.0651466670972809,max_time,1071.0265250205994,0.01,0.5
1118213962,0.09,0.029237632678530634,max_time,600.6456289291382,0.01,0.5
1118213962,0.1,0.031070613503061395,max_time,601.4015438556671,0.01,0.5
1063508366,0.01,0.010865560950990893,precision,428.2292730808258,0.01,0.5
1063508366,0.02,0.03861323722275678,max_time,1287.6393029689789,0.01,0.5
1063508366,0.03,0.07082682908406834,max_time,944.5386409759521,0.01,0.5
1063508366,0.04,0.08720790569997083,max_time,604.9870100021362,0.01,0.5
1063508366,0.05,0.03045748899273626,max_time,600.4689681529999,0.01,0.5
1063508366,0.06,0.033701602905378714,max_time,602.1466670036316,0.01,0.5
1063508366,0.07,0.04665941054082268,max_time,601.0668251514435,0.01,0.5
1063508366,0.08,0.111164450789345,max_time,942.889240026474,0.01,0.5
1063508366,0.09,0.055090766062445784,max_time,602.6919350624084,0.01,0.5
1063508366,0.1,0.05889599826974523,max_time,600.3769700527191,0.01,0.5
837526515,0.01,0.009912432107463509,precision,60.666425943374634,0.01,0.5
837526515,0.02,0.010671842389977204,precision,131.86043405532837,0.01,0.5
837526515,0.03,0.03028837650011873,max_time,940.3240580558777,0.01,0.5
837526515,0.04,0.027491393565026723,max_time,600.8191170692444,0.01,0.5
837526515,0.05,0.010402323173293482,precision,103.34205484390259,0.01,0.5
837526515,0.06,0.010399328297200139,precision,183.21527409553528,0.01,0.5
837526515,0.07,0.010439334547267531,precision,143.77108216285706,0.01,0.5
837526515,0.08,0.036728943383073975,max_time,937.0279169082642,0.01,0.5
837526515,0.09,0.01093798898368803,precision,184.17621302604675,0.01,0.5
837526515,0.1,0.010546395887486959,precision,190.58731818199158,0.01,0.5
1674909610,0.01,0.011030520363926488,precision,386.28577709198,0.01,0.5
1674909610,0.02,0.0482804407176034,max_time,1100.1833279132843,0.01,0.5
1674909610,0.03,0.07944386325300146,max_time,971.6802129745483,0.01,0.5
1674909610,0.04,0.08727547729995466,max_time,601.5772159099579,0.01,0.5
1674909610,0.05,0.05251611963352465,max_time,606.3855020999908,0.01,0.5
1674909610,0.06,0.05696614398207611,max_time,601.5490679740906,0.01,0.5
1674909610,0.07,0.08047144838869835,max_time,1196.4725079536438,0.01,0.5
1674909610,0.08,0.13108801808702175,max_time,917.6378359794617,0.01,0.5
1674909610,0.09,0.07093906090016233,max_time,606.4224421977997,0.01,0.5
1674909610,0.1,0.07908419575368164,max_time,603.2277297973633,0.01,0.5
1380027292,0.01,0.01057385176286596,precision,56.61772298812866,0.01,0.5
1380027292,0.02,0.010901661133308593,precision,102.1861879825592,0.01,0.5
1380027292,0.03,0.022464461247265977,max_time,952.410190820694,0.01,0.5
1380027292,0.04,0.016551263818798567,max_time,600.9856929779053,0.01,0.5
1380027292,0.05,0.01093109732671671,precision,66.65699911117554,0.01,0.5
1380027292,0.06,0.01097375832901104,precision,89.10949993133545,0.01,0.5
1380027292,0.07,0.010950983478735576,precision,105.73433113098145,0.01,0.5
1380027292,0.08,0.010992781055734646,precision,100.96623110771179,0.01,0.5
1380027292,0.09,0.01110925927193085,precision,128.40344190597534,0.01,0.5
1380027292,0.1,0.011057851624501236,precision,86.18436598777771,0.01,0.5
